Codi_Districte,Nom_Districte,Concepte,Rang_soroll,Valor
10,Sant Martí,GI_TR_D,55-60 dB,4.23%
10,Sant Martí,GI_TR_D,60-65 dB,6.03%
10,Sant Martí,GI_TR_D,65-70 dB,2.15%
10,Sant Martí,GI_TR_D,70-75 dB,2.72%
10,Sant Martí,GI_TR_D,75-80 dB,0.03%
10,Sant Martí,GI_TR_D,>=80 dB,0.00%
1,Ciutat Vella,GI_TR_E,<40 dB,80.07%
1,Ciutat Vella,GI_TR_E,40-45 dB,11.69%
1,Ciutat Vella,GI_TR_E,45-50 dB,3.22%
1,Ciutat Vella,GI_TR_E,50-55 dB,1.50%
1,Ciutat Vella,GI_TR_E,55-60 dB,1.05%
1,Ciutat Vella,GI_TR_E,60-65 dB,0.67%
1,Ciutat Vella,GI_TR_E,65-70 dB,1.28%
1,Ciutat Vella,GI_TR_E,70-75 dB,0.52%
1,Ciutat Vella,GI_TR_E,75-80 dB,0.00%
1,Ciutat Vella,GI_TR_E,>=80 dB,0.00%
2,Eixample,GI_TR_E,<40 dB,37.11%
2,Eixample,GI_TR_E,40-45 dB,26.29%
2,Eixample,GI_TR_E,45-50 dB,11.85%
2,Eixample,GI_TR_E,50-55 dB,4.90%
2,Eixample,GI_TR_E,55-60 dB,4.96%
2,Eixample,GI_TR_E,60-65 dB,3.80%
2,Eixample,GI_TR_E,65-70 dB,4.84%
2,Eixample,GI_TR_E,70-75 dB,6.24%
2,Eixample,GI_TR_E,75-80 dB,0.01%
2,Eixample,GI_TR_E,>=80 dB,0.00%
3,Sants-Montjuïc,GI_TR_E,<40 dB,66.02%
3,Sants-Montjuïc,GI_TR_E,40-45 dB,13.41%
3,Sants-Montjuïc,GI_TR_E,45-50 dB,6.26%
3,Sants-Montjuïc,GI_TR_E,50-55 dB,3.05%
3,Sants-Montjuïc,GI_TR_E,55-60 dB,2.31%
3,Sants-Montjuïc,GI_TR_E,60-65 dB,2.19%
3,Sants-Montjuïc,GI_TR_E,65-70 dB,5.00%
3,Sants-Montjuïc,GI_TR_E,70-75 dB,1.76%
3,Sants-Montjuïc,GI_TR_E,75-80 dB,0.00%
3,Sants-Montjuïc,GI_TR_E,>=80 dB,0.00%
4,Les Corts,GI_TR_E,<40 dB,57.10%
4,Les Corts,GI_TR_E,40-45 dB,14.71%
4,Les Corts,GI_TR_E,45-50 dB,6.99%
4,Les Corts,GI_TR_E,50-55 dB,6.45%
4,Les Corts,GI_TR_E,55-60 dB,4.69%
4,Les Corts,GI_TR_E,60-65 dB,3.40%
4,Les Corts,GI_TR_E,65-70 dB,5.36%
4,Les Corts,GI_TR_E,70-75 dB,1.30%
4,Les Corts,GI_TR_E,75-80 dB,0.00%
4,Les Corts,GI_TR_E,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_E,<40 dB,63.64%
5,Sarrià-Sant Gervasi,GI_TR_E,40-45 dB,17.05%
5,Sarrià-Sant Gervasi,GI_TR_E,45-50 dB,6.57%
5,Sarrià-Sant Gervasi,GI_TR_E,50-55 dB,3.59%
5,Sarrià-Sant Gervasi,GI_TR_E,55-60 dB,3.01%
5,Sarrià-Sant Gervasi,GI_TR_E,60-65 dB,2.09%
5,Sarrià-Sant Gervasi,GI_TR_E,65-70 dB,1.98%
5,Sarrià-Sant Gervasi,GI_TR_E,70-75 dB,2.07%
5,Sarrià-Sant Gervasi,GI_TR_E,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_E,>=80 dB,0.00%
6,Gràcia,GI_TR_E,<40 dB,81.24%
6,Gràcia,GI_TR_E,40-45 dB,8.00%
6,Gràcia,GI_TR_E,45-50 dB,4.09%
6,Gràcia,GI_TR_E,50-55 dB,1.84%
6,Gràcia,GI_TR_E,55-60 dB,1.21%
6,Gràcia,GI_TR_E,60-65 dB,1.06%
6,Gràcia,GI_TR_E,65-70 dB,1.03%
6,Gràcia,GI_TR_E,70-75 dB,1.53%
6,Gràcia,GI_TR_E,75-80 dB,0.00%
6,Gràcia,GI_TR_E,>=80 dB,0.00%
7,Horta-Guinardó,GI_TR_E,<40 dB,73.06%
7,Horta-Guinardó,GI_TR_E,40-45 dB,11.38%
7,Horta-Guinardó,GI_TR_E,45-50 dB,5.30%
7,Horta-Guinardó,GI_TR_E,50-55 dB,3.76%
7,Horta-Guinardó,GI_TR_E,55-60 dB,2.32%
7,Horta-Guinardó,GI_TR_E,60-65 dB,1.80%
7,Horta-Guinardó,GI_TR_E,65-70 dB,1.73%
7,Horta-Guinardó,GI_TR_E,70-75 dB,0.65%
7,Horta-Guinardó,GI_TR_E,75-80 dB,0.00%
7,Horta-Guinardó,GI_TR_E,>=80 dB,0.00%
8,Nou Barris,GI_TR_E,<40 dB,66.53%
8,Nou Barris,GI_TR_E,40-45 dB,13.76%
8,Nou Barris,GI_TR_E,45-50 dB,6.84%
8,Nou Barris,GI_TR_E,50-55 dB,4.44%
8,Nou Barris,GI_TR_E,55-60 dB,3.12%
8,Nou Barris,GI_TR_E,60-65 dB,2.40%
8,Nou Barris,GI_TR_E,65-70 dB,2.42%
8,Nou Barris,GI_TR_E,70-75 dB,0.47%
8,Nou Barris,GI_TR_E,75-80 dB,0.02%
8,Nou Barris,GI_TR_E,>=80 dB,0.00%
9,Sant Andreu,GI_TR_E,<40 dB,53.98%
9,Sant Andreu,GI_TR_E,40-45 dB,17.04%
9,Sant Andreu,GI_TR_E,45-50 dB,10.15%
9,Sant Andreu,GI_TR_E,50-55 dB,5.66%
9,Sant Andreu,GI_TR_E,55-60 dB,3.52%
9,Sant Andreu,GI_TR_E,60-65 dB,3.70%
9,Sant Andreu,GI_TR_E,65-70 dB,4.03%
9,Sant Andreu,GI_TR_E,70-75 dB,1.92%
9,Sant Andreu,GI_TR_E,75-80 dB,0.00%
9,Sant Andreu,GI_TR_E,>=80 dB,0.00%
10,Sant Martí,GI_TR_E,<40 dB,56.87%
10,Sant Martí,GI_TR_E,40-45 dB,15.61%
10,Sant Martí,GI_TR_E,45-50 dB,9.16%
10,Sant Martí,GI_TR_E,50-55 dB,4.69%
10,Sant Martí,GI_TR_E,55-60 dB,4.44%
10,Sant Martí,GI_TR_E,60-65 dB,5.07%
10,Sant Martí,GI_TR_E,65-70 dB,2.02%
10,Sant Martí,GI_TR_E,70-75 dB,2.14%
10,Sant Martí,GI_TR_E,75-80 dB,0.00%
10,Sant Martí,GI_TR_E,>=80 dB,0.00%
1,Ciutat Vella,GI_TR_N,<40 dB,91.74%
1,Ciutat Vella,GI_TR_N,40-45 dB,3.22%
1,Ciutat Vella,GI_TR_N,45-50 dB,1.52%
1,Ciutat Vella,GI_TR_N,50-55 dB,1.05%
1,Ciutat Vella,GI_TR_N,55-60 dB,0.68%
1,Ciutat Vella,GI_TR_N,60-65 dB,1.29%
1,Ciutat Vella,GI_TR_N,65-70 dB,0.50%
1,Ciutat Vella,GI_TR_N,70-75 dB,0.00%
1,Ciutat Vella,GI_TR_N,75-80 dB,0.00%
1,Ciutat Vella,GI_TR_N,>=80 dB,0.00%
2,Eixample,GI_TR_N,<40 dB,63.88%
2,Eixample,GI_TR_N,40-45 dB,11.32%
2,Eixample,GI_TR_N,45-50 dB,5.09%
2,Eixample,GI_TR_N,50-55 dB,4.99%
2,Eixample,GI_TR_N,55-60 dB,3.73%
2,Eixample,GI_TR_N,60-65 dB,5.11%
2,Eixample,GI_TR_N,65-70 dB,5.88%
2,Eixample,GI_TR_N,70-75 dB,0.00%
2,Eixample,GI_TR_N,75-80 dB,0.00%
2,Eixample,GI_TR_N,>=80 dB,0.00%
3,Sants-Montjuïc,GI_TR_N,<40 dB,79.49%
3,Sants-Montjuïc,GI_TR_N,40-45 dB,6.18%
3,Sants-Montjuïc,GI_TR_N,45-50 dB,3.11%
3,Sants-Montjuïc,GI_TR_N,50-55 dB,2.33%
3,Sants-Montjuïc,GI_TR_N,55-60 dB,2.21%
3,Sants-Montjuïc,GI_TR_N,60-65 dB,5.03%
3,Sants-Montjuïc,GI_TR_N,65-70 dB,1.65%
3,Sants-Montjuïc,GI_TR_N,70-75 dB,0.00%
3,Sants-Montjuïc,GI_TR_N,75-80 dB,0.00%
3,Sants-Montjuïc,GI_TR_N,>=80 dB,0.00%
4,Les Corts,GI_TR_N,<40 dB,71.72%
4,Les Corts,GI_TR_N,40-45 dB,6.86%
4,Les Corts,GI_TR_N,45-50 dB,6.67%
4,Les Corts,GI_TR_N,50-55 dB,4.71%
4,Les Corts,GI_TR_N,55-60 dB,3.47%
4,Les Corts,GI_TR_N,60-65 dB,5.46%
4,Les Corts,GI_TR_N,65-70 dB,1.11%
4,Les Corts,GI_TR_N,70-75 dB,0.00%
4,Les Corts,GI_TR_N,75-80 dB,0.00%
4,Les Corts,GI_TR_N,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_N,<40 dB,80.86%
5,Sarrià-Sant Gervasi,GI_TR_N,40-45 dB,6.38%
5,Sarrià-Sant Gervasi,GI_TR_N,45-50 dB,3.67%
5,Sarrià-Sant Gervasi,GI_TR_N,50-55 dB,3.01%
5,Sarrià-Sant Gervasi,GI_TR_N,55-60 dB,2.10%
5,Sarrià-Sant Gervasi,GI_TR_N,60-65 dB,2.08%
5,Sarrià-Sant Gervasi,GI_TR_N,65-70 dB,1.90%
5,Sarrià-Sant Gervasi,GI_TR_N,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_N,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_N,>=80 dB,0.00%
6,Gràcia,GI_TR_N,<40 dB,89.32%
6,Gràcia,GI_TR_N,40-45 dB,3.98%
6,Gràcia,GI_TR_N,45-50 dB,1.89%
6,Gràcia,GI_TR_N,50-55 dB,1.21%
6,Gràcia,GI_TR_N,55-60 dB,1.09%
6,Gràcia,GI_TR_N,60-65 dB,1.01%
6,Gràcia,GI_TR_N,65-70 dB,1.50%
6,Gràcia,GI_TR_N,70-75 dB,0.00%
6,Gràcia,GI_TR_N,75-80 dB,0.00%
6,Gràcia,GI_TR_N,>=80 dB,0.00%
7,Horta-Guinardó,GI_TR_N,<40 dB,84.27%
7,Horta-Guinardó,GI_TR_N,40-45 dB,5.30%
7,Horta-Guinardó,GI_TR_N,45-50 dB,3.85%
7,Horta-Guinardó,GI_TR_N,50-55 dB,2.33%
7,Horta-Guinardó,GI_TR_N,55-60 dB,1.95%
7,Horta-Guinardó,GI_TR_N,60-65 dB,1.81%
7,Horta-Guinardó,GI_TR_N,65-70 dB,0.49%
7,Horta-Guinardó,GI_TR_N,70-75 dB,0.00%
7,Horta-Guinardó,GI_TR_N,75-80 dB,0.00%
7,Horta-Guinardó,GI_TR_N,>=80 dB,0.00%
8,Nou Barris,GI_TR_N,<40 dB,80.39%
8,Nou Barris,GI_TR_N,40-45 dB,6.64%
8,Nou Barris,GI_TR_N,45-50 dB,4.53%
8,Nou Barris,GI_TR_N,50-55 dB,3.10%
8,Nou Barris,GI_TR_N,55-60 dB,2.53%
8,Nou Barris,GI_TR_N,60-65 dB,2.35%
8,Nou Barris,GI_TR_N,65-70 dB,0.44%
8,Nou Barris,GI_TR_N,70-75 dB,0.02%
8,Nou Barris,GI_TR_N,75-80 dB,0.00%
8,Nou Barris,GI_TR_N,>=80 dB,0.00%
9,Sant Andreu,GI_TR_N,<40 dB,71.41%
9,Sant Andreu,GI_TR_N,40-45 dB,9.48%
9,Sant Andreu,GI_TR_N,45-50 dB,5.72%
9,Sant Andreu,GI_TR_N,50-55 dB,3.75%
9,Sant Andreu,GI_TR_N,55-60 dB,3.72%
9,Sant Andreu,GI_TR_N,60-65 dB,4.50%
9,Sant Andreu,GI_TR_N,65-70 dB,1.42%
9,Sant Andreu,GI_TR_N,70-75 dB,0.00%
9,Sant Andreu,GI_TR_N,75-80 dB,0.00%
9,Sant Andreu,GI_TR_N,>=80 dB,0.00%
10,Sant Martí,GI_TR_N,<40 dB,72.84%
10,Sant Martí,GI_TR_N,40-45 dB,8.77%
10,Sant Martí,GI_TR_N,45-50 dB,4.74%
10,Sant Martí,GI_TR_N,50-55 dB,4.54%
10,Sant Martí,GI_TR_N,55-60 dB,5.03%
10,Sant Martí,GI_TR_N,60-65 dB,2.21%
10,Sant Martí,GI_TR_N,65-70 dB,1.87%
10,Sant Martí,GI_TR_N,70-75 dB,0.00%
10,Sant Martí,GI_TR_N,75-80 dB,0.00%
10,Sant Martí,GI_TR_N,>=80 dB,0.00%
1,Ciutat Vella,GI_TR_DEN,<40 dB,67.33%
1,Ciutat Vella,GI_TR_DEN,40-45 dB,18.48%
1,Ciutat Vella,GI_TR_DEN,45-50 dB,7.31%
1,Ciutat Vella,GI_TR_DEN,50-55 dB,2.47%
1,Ciutat Vella,GI_TR_DEN,55-60 dB,1.36%
1,Ciutat Vella,GI_TR_DEN,60-65 dB,0.87%
1,Ciutat Vella,GI_TR_DEN,65-70 dB,0.63%
1,Ciutat Vella,GI_TR_DEN,70-75 dB,1.25%
1,Ciutat Vella,GI_TR_DEN,75-80 dB,0.30%
1,Ciutat Vella,GI_TR_DEN,>=80 dB,0.00%
2,Eixample,GI_TR_DEN,<40 dB,23.46%
2,Eixample,GI_TR_DEN,40-45 dB,23.57%
2,Eixample,GI_TR_DEN,45-50 dB,23.10%
2,Eixample,GI_TR_DEN,50-55 dB,6.57%
2,Eixample,GI_TR_DEN,55-60 dB,5.14%
2,Eixample,GI_TR_DEN,60-65 dB,4.89%
2,Eixample,GI_TR_DEN,65-70 dB,3.21%
2,Eixample,GI_TR_DEN,70-75 dB,7.24%
2,Eixample,GI_TR_DEN,75-80 dB,2.82%
2,Eixample,GI_TR_DEN,>=80 dB,0.00%
3,Sants-Montjuïc,GI_TR_DEN,<40 dB,51.97%
3,Sants-Montjuïc,GI_TR_DEN,40-45 dB,19.64%
3,Sants-Montjuïc,GI_TR_DEN,45-50 dB,10.67%
3,Sants-Montjuïc,GI_TR_DEN,50-55 dB,4.49%
3,Sants-Montjuïc,GI_TR_DEN,55-60 dB,2.81%
3,Sants-Montjuïc,GI_TR_DEN,60-65 dB,2.20%
3,Sants-Montjuïc,GI_TR_DEN,65-70 dB,3.88%
3,Sants-Montjuïc,GI_TR_DEN,70-75 dB,3.45%
3,Sants-Montjuïc,GI_TR_DEN,75-80 dB,0.89%
3,Sants-Montjuïc,GI_TR_DEN,>=80 dB,0.00%
4,Les Corts,GI_TR_DEN,<40 dB,39.77%
4,Les Corts,GI_TR_DEN,40-45 dB,23.86%
4,Les Corts,GI_TR_DEN,45-50 dB,10.86%
4,Les Corts,GI_TR_DEN,50-55 dB,6.50%
4,Les Corts,GI_TR_DEN,55-60 dB,6.06%
4,Les Corts,GI_TR_DEN,60-65 dB,4.29%
4,Les Corts,GI_TR_DEN,65-70 dB,2.86%
4,Les Corts,GI_TR_DEN,70-75 dB,5.22%
4,Les Corts,GI_TR_DEN,75-80 dB,0.58%
4,Les Corts,GI_TR_DEN,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,GI_TR_DEN,<40 dB,44.08%
5,Sarrià-Sant Gervasi,GI_TR_DEN,40-45 dB,26.73%
5,Sarrià-Sant Gervasi,GI_TR_DEN,45-50 dB,13.06%
5,Sarrià-Sant Gervasi,GI_TR_DEN,50-55 dB,4.67%
5,Sarrià-Sant Gervasi,GI_TR_DEN,55-60 dB,3.41%
5,Sarrià-Sant Gervasi,GI_TR_DEN,60-65 dB,2.66%
5,Sarrià-Sant Gervasi,GI_TR_DEN,65-70 dB,1.91%
5,Sarrià-Sant Gervasi,GI_TR_DEN,70-75 dB,2.79%
5,Sarrià-Sant Gervasi,GI_TR_DEN,75-80 dB,0.69%
5,Sarrià-Sant Gervasi,GI_TR_DEN,>=80 dB,0.00%
6,Gràcia,GI_TR_DEN,<40 dB,73.43%
6,Gràcia,GI_TR_DEN,40-45 dB,10.72%
6,Gràcia,GI_TR_DEN,45-50 dB,7.07%
6,Gràcia,GI_TR_DEN,50-55 dB,2.83%
6,Gràcia,GI_TR_DEN,55-60 dB,1.58%
6,Gràcia,GI_TR_DEN,60-65 dB,1.14%
6,Gràcia,GI_TR_DEN,65-70 dB,1.12%
6,Gràcia,GI_TR_DEN,70-75 dB,1.12%
6,Gràcia,GI_TR_DEN,75-80 dB,0.99%
6,Gràcia,GI_TR_DEN,>=80 dB,0.00%
7,Horta-Guinardó,GI_TR_DEN,<40 dB,62.85%
7,Horta-Guinardó,GI_TR_DEN,40-45 dB,14.58%
7,Horta-Guinardó,GI_TR_DEN,45-50 dB,9.24%
7,Horta-Guinardó,GI_TR_DEN,50-55 dB,4.58%
7,Horta-Guinardó,GI_TR_DEN,55-60 dB,3.11%
7,Horta-Guinardó,GI_TR_DEN,60-65 dB,2.11%
7,Horta-Guinardó,GI_TR_DEN,65-70 dB,1.59%
7,Horta-Guinardó,GI_TR_DEN,70-75 dB,1.77%
7,Horta-Guinardó,GI_TR_DEN,75-80 dB,0.17%
7,Horta-Guinardó,GI_TR_DEN,>=80 dB,0.00%
8,Nou Barris,GI_TR_DEN,<40 dB,53.62%
8,Nou Barris,GI_TR_DEN,40-45 dB,18.59%
8,Nou Barris,GI_TR_DEN,45-50 dB,10.84%
8,Nou Barris,GI_TR_DEN,50-55 dB,5.90%
8,Nou Barris,GI_TR_DEN,55-60 dB,3.87%
8,Nou Barris,GI_TR_DEN,60-65 dB,2.72%
8,Nou Barris,GI_TR_DEN,65-70 dB,2.49%
8,Nou Barris,GI_TR_DEN,70-75 dB,1.85%
8,Nou Barris,GI_TR_DEN,75-80 dB,0.12%
8,Nou Barris,GI_TR_DEN,>=80 dB,0.00%
9,Sant Andreu,GI_TR_DEN,<40 dB,40.75%
9,Sant Andreu,GI_TR_DEN,40-45 dB,18.33%
9,Sant Andreu,GI_TR_DEN,45-50 dB,16.68%
9,Sant Andreu,GI_TR_DEN,50-55 dB,7.47%
9,Sant Andreu,GI_TR_DEN,55-60 dB,4.83%
9,Sant Andreu,GI_TR_DEN,60-65 dB,3.87%
9,Sant Andreu,GI_TR_DEN,65-70 dB,3.13%
9,Sant Andreu,GI_TR_DEN,70-75 dB,4.61%
9,Sant Andreu,GI_TR_DEN,75-80 dB,0.33%
9,Sant Andreu,GI_TR_DEN,>=80 dB,0.00%
10,Sant Martí,GI_TR_DEN,<40 dB,44.18%
10,Sant Martí,GI_TR_DEN,40-45 dB,18.35%
10,Sant Martí,GI_TR_DEN,45-50 dB,14.62%
10,Sant Martí,GI_TR_DEN,50-55 dB,6.07%
10,Sant Martí,GI_TR_DEN,55-60 dB,4.50%
10,Sant Martí,GI_TR_DEN,60-65 dB,5.54%
10,Sant Martí,GI_TR_DEN,65-70 dB,3.47%
10,Sant Martí,GI_TR_DEN,70-75 dB,2.45%
10,Sant Martí,GI_TR_DEN,75-80 dB,0.82%
10,Sant Martí,GI_TR_DEN,>=80 dB,0.00%
1,Ciutat Vella,FFCC_D,<40 dB,99.39%
1,Ciutat Vella,FFCC_D,40-45 dB,0.41%
1,Ciutat Vella,FFCC_D,45-50 dB,0.14%
1,Ciutat Vella,FFCC_D,50-55 dB,0.00%
1,Ciutat Vella,FFCC_D,55-60 dB,0.06%
1,Ciutat Vella,FFCC_D,60-65 dB,0.00%
1,Ciutat Vella,FFCC_D,65-70 dB,0.00%
1,Ciutat Vella,FFCC_D,70-75 dB,0.00%
1,Ciutat Vella,FFCC_D,75-80 dB,0.00%
1,Ciutat Vella,FFCC_D,>=80 dB,0.00%
2,Eixample,FFCC_D,<40 dB,99.96%
2,Eixample,FFCC_D,40-45 dB,0.04%
2,Eixample,FFCC_D,45-50 dB,0.00%
2,Eixample,FFCC_D,50-55 dB,0.00%
2,Eixample,FFCC_D,55-60 dB,0.00%
2,Eixample,FFCC_D,60-65 dB,0.00%
2,Eixample,FFCC_D,65-70 dB,0.00%
2,Eixample,FFCC_D,70-75 dB,0.00%
2,Eixample,FFCC_D,75-80 dB,0.00%
2,Eixample,FFCC_D,>=80 dB,0.00%
3,Sants-Montjuïc,FFCC_D,<40 dB,99.99%
3,Sants-Montjuïc,FFCC_D,40-45 dB,0.01%
3,Sants-Montjuïc,FFCC_D,45-50 dB,0.00%
3,Sants-Montjuïc,FFCC_D,50-55 dB,0.00%
3,Sants-Montjuïc,FFCC_D,55-60 dB,0.00%
3,Sants-Montjuïc,FFCC_D,60-65 dB,0.00%
3,Sants-Montjuïc,FFCC_D,65-70 dB,0.00%
3,Sants-Montjuïc,FFCC_D,70-75 dB,0.00%
3,Sants-Montjuïc,FFCC_D,75-80 dB,0.00%
3,Sants-Montjuïc,FFCC_D,>=80 dB,0.00%
4,Les Corts,FFCC_D,<40 dB,96.92%
4,Les Corts,FFCC_D,40-45 dB,1.24%
4,Les Corts,FFCC_D,45-50 dB,0.96%
4,Les Corts,FFCC_D,50-55 dB,0.50%
4,Les Corts,FFCC_D,55-60 dB,0.38%
4,Les Corts,FFCC_D,60-65 dB,0.00%
4,Les Corts,FFCC_D,65-70 dB,0.00%
4,Les Corts,FFCC_D,70-75 dB,0.00%
4,Les Corts,FFCC_D,75-80 dB,0.00%
4,Les Corts,FFCC_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_D,<40 dB,98.71%
5,Sarrià-Sant Gervasi,FFCC_D,40-45 dB,0.60%
5,Sarrià-Sant Gervasi,FFCC_D,45-50 dB,0.38%
5,Sarrià-Sant Gervasi,FFCC_D,50-55 dB,0.19%
5,Sarrià-Sant Gervasi,FFCC_D,55-60 dB,0.06%
5,Sarrià-Sant Gervasi,FFCC_D,60-65 dB,0.04%
5,Sarrià-Sant Gervasi,FFCC_D,65-70 dB,0.02%
5,Sarrià-Sant Gervasi,FFCC_D,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_D,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_D,>=80 dB,0.00%
6,Gràcia,FFCC_D,<40 dB,100.00%
6,Gràcia,FFCC_D,40-45 dB,0.00%
6,Gràcia,FFCC_D,45-50 dB,0.00%
6,Gràcia,FFCC_D,50-55 dB,0.00%
6,Gràcia,FFCC_D,55-60 dB,0.00%
6,Gràcia,FFCC_D,60-65 dB,0.00%
6,Gràcia,FFCC_D,65-70 dB,0.00%
6,Gràcia,FFCC_D,70-75 dB,0.00%
6,Gràcia,FFCC_D,75-80 dB,0.00%
6,Gràcia,FFCC_D,>=80 dB,0.00%
7,Horta-Guinardó,FFCC_D,<40 dB,100.00%
7,Horta-Guinardó,FFCC_D,40-45 dB,0.00%
7,Horta-Guinardó,FFCC_D,45-50 dB,0.00%
7,Horta-Guinardó,FFCC_D,50-55 dB,0.00%
7,Horta-Guinardó,FFCC_D,55-60 dB,0.00%
7,Horta-Guinardó,FFCC_D,60-65 dB,0.00%
7,Horta-Guinardó,FFCC_D,65-70 dB,0.00%
7,Horta-Guinardó,FFCC_D,70-75 dB,0.00%
7,Horta-Guinardó,FFCC_D,75-80 dB,0.00%
7,Horta-Guinardó,FFCC_D,>=80 dB,0.00%
8,Nou Barris,FFCC_D,<40 dB,98.40%
8,Nou Barris,FFCC_D,40-45 dB,0.56%
8,Nou Barris,FFCC_D,45-50 dB,0.45%
8,Nou Barris,FFCC_D,50-55 dB,0.26%
8,Nou Barris,FFCC_D,55-60 dB,0.16%
8,Nou Barris,FFCC_D,60-65 dB,0.11%
8,Nou Barris,FFCC_D,65-70 dB,0.06%
8,Nou Barris,FFCC_D,70-75 dB,0.00%
8,Nou Barris,FFCC_D,75-80 dB,0.00%
8,Nou Barris,FFCC_D,>=80 dB,0.00%
9,Sant Andreu,FFCC_D,<40 dB,93.11%
9,Sant Andreu,FFCC_D,40-45 dB,2.48%
9,Sant Andreu,FFCC_D,45-50 dB,2.22%
9,Sant Andreu,FFCC_D,50-55 dB,1.44%
9,Sant Andreu,FFCC_D,55-60 dB,0.53%
9,Sant Andreu,FFCC_D,60-65 dB,0.20%
9,Sant Andreu,FFCC_D,65-70 dB,0.02%
9,Sant Andreu,FFCC_D,70-75 dB,0.00%
9,Sant Andreu,FFCC_D,75-80 dB,0.00%
9,Sant Andreu,FFCC_D,>=80 dB,0.00%
10,Sant Martí,FFCC_D,<40 dB,91.26%
10,Sant Martí,FFCC_D,40-45 dB,2.85%
10,Sant Martí,FFCC_D,45-50 dB,2.14%
10,Sant Martí,FFCC_D,50-55 dB,2.97%
10,Sant Martí,FFCC_D,55-60 dB,0.62%
10,Sant Martí,FFCC_D,60-65 dB,0.10%
10,Sant Martí,FFCC_D,65-70 dB,0.06%
10,Sant Martí,FFCC_D,70-75 dB,0.00%
10,Sant Martí,FFCC_D,75-80 dB,0.00%
10,Sant Martí,FFCC_D,>=80 dB,0.00%
1,Ciutat Vella,FFCC_E,<40 dB,99.33%
1,Ciutat Vella,FFCC_E,40-45 dB,0.45%
1,Ciutat Vella,FFCC_E,45-50 dB,0.15%
1,Ciutat Vella,FFCC_E,50-55 dB,0.01%
1,Ciutat Vella,FFCC_E,55-60 dB,0.06%
1,Ciutat Vella,FFCC_E,60-65 dB,0.00%
1,Ciutat Vella,FFCC_E,65-70 dB,0.00%
1,Ciutat Vella,FFCC_E,70-75 dB,0.00%
1,Ciutat Vella,FFCC_E,75-80 dB,0.00%
1,Ciutat Vella,FFCC_E,>=80 dB,0.00%
2,Eixample,FFCC_E,<40 dB,99.96%
2,Eixample,FFCC_E,40-45 dB,0.04%
2,Eixample,FFCC_E,45-50 dB,0.00%
2,Eixample,FFCC_E,50-55 dB,0.00%
2,Eixample,FFCC_E,55-60 dB,0.00%
2,Eixample,FFCC_E,60-65 dB,0.00%
2,Eixample,FFCC_E,65-70 dB,0.00%
2,Eixample,FFCC_E,70-75 dB,0.00%
2,Eixample,FFCC_E,75-80 dB,0.00%
2,Eixample,FFCC_E,>=80 dB,0.00%
3,Sants-Montjuïc,FFCC_E,<40 dB,100.00%
3,Sants-Montjuïc,FFCC_E,40-45 dB,0.00%
3,Sants-Montjuïc,FFCC_E,45-50 dB,0.00%
3,Sants-Montjuïc,FFCC_E,50-55 dB,0.00%
3,Sants-Montjuïc,FFCC_E,55-60 dB,0.00%
3,Sants-Montjuïc,FFCC_E,60-65 dB,0.00%
3,Sants-Montjuïc,FFCC_E,65-70 dB,0.00%
3,Sants-Montjuïc,FFCC_E,70-75 dB,0.00%
3,Sants-Montjuïc,FFCC_E,75-80 dB,0.00%
3,Sants-Montjuïc,FFCC_E,>=80 dB,0.00%
4,Les Corts,FFCC_E,<40 dB,96.98%
4,Les Corts,FFCC_E,40-45 dB,1.26%
4,Les Corts,FFCC_E,45-50 dB,0.91%
4,Les Corts,FFCC_E,50-55 dB,0.49%
4,Les Corts,FFCC_E,55-60 dB,0.36%
4,Les Corts,FFCC_E,60-65 dB,0.00%
4,Les Corts,FFCC_E,65-70 dB,0.00%
4,Les Corts,FFCC_E,70-75 dB,0.00%
4,Les Corts,FFCC_E,75-80 dB,0.00%
4,Les Corts,FFCC_E,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_E,<40 dB,99.00%
5,Sarrià-Sant Gervasi,FFCC_E,40-45 dB,0.50%
5,Sarrià-Sant Gervasi,FFCC_E,45-50 dB,0.33%
5,Sarrià-Sant Gervasi,FFCC_E,50-55 dB,0.09%
5,Sarrià-Sant Gervasi,FFCC_E,55-60 dB,0.05%
5,Sarrià-Sant Gervasi,FFCC_E,60-65 dB,0.02%
5,Sarrià-Sant Gervasi,FFCC_E,65-70 dB,0.01%
5,Sarrià-Sant Gervasi,FFCC_E,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_E,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_E,>=80 dB,0.00%
6,Gràcia,FFCC_E,<40 dB,100.00%
6,Gràcia,FFCC_E,40-45 dB,0.00%
